Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	G2-M Checkpoint	11/200	1.4449656661738674e-07	2.095200215952108e-06	0	0	9.015664708578095	141.99681012914928	CDC20;TOP2A;GINS2;CCNB2;UCK2;CENPF;DTYMK;NSD2;MNAT1;AURKB;MCM2
MSigDB_Hallmark_2020	E2F Targets	11/200	1.4449656661738674e-07	2.095200215952108e-06	0	0	9.015664708578095	141.99681012914928	CDC20;TOP2A;CCNB2;HELLS;LIG1;MCM7;UBE2T;CTPS1;PAICS;AURKB;MCM2
MSigDB_Hallmark_2020	Pperoxisome	4/104	0.005859216562880017	0.05663909344117349	0	0	5.8991044776119415	30.31985957068495	TOP2A;PEX6;DHCR24;CTPS1
MSigDB_Hallmark_2020	Estrogen Response Late	5/200	0.012646724258671974	0.061125833916914535	0	0	3.791594370541739	16.57062118510299	CDC20;TOP2A;GINS2;MYB;SLC1A4
MSigDB_Hallmark_2020	mTORC1 Signaling	5/200	0.012646724258671974	0.061125833916914535	0	0	3.791594370541739	16.57062118510299	SLC1A4;DHCR24;PHGDH;RRP9;MCM2
MSigDB_Hallmark_2020	Myc Targets V1	5/200	0.012646724258671974	0.061125833916914535	0	0	3.791594370541739	16.57062118510299	CDC20;MCM7;CTPS1;RRP9;MCM2
MSigDB_Hallmark_2020	Myc Targets V2	2/58	0.06080937433963845	0.2519245508356451	0	0	5.2011554621848735	14.56329416431785	PUS1;RRP9
MSigDB_Hallmark_2020	Mitotic Spindle	3/199	0.15875665475169504	0.4432705488877652	0	0	2.229705215419501	4.103510954485884	TOP2A;CCNB2;CENPF
MSigDB_Hallmark_2020	IL-2/STAT5 Signaling	3/199	0.15875665475169504	0.4432705488877652	0	0	2.229705215419501	4.103510954485884	UCK2;PUS1;IL18R1
MSigDB_Hallmark_2020	Estrogen Response Early	3/200	0.1604131271742957	0.4432705488877652	0	0	2.218274111675127	4.059447717209592	FASN;MYB;SLC1A4
MSigDB_Hallmark_2020	Bile Acid Metabolism	2/112	0.1809453904413678	0.4432705488877652	0	0	2.6406417112299465	4.51433545311548	PEX6;DHCR24
MSigDB_Hallmark_2020	Unfolded Protein Response	2/113	0.18342229609148905	0.4432705488877652	0	0	2.6167196608373082	4.437862750326934	SLC1A4;RRP9
MSigDB_Hallmark_2020	DNA Repair	2/150	0.2771942773907325	0.5532679399336456	0	0	1.9588632750397457	2.5132933863855644	LIG1;SMAD5
MSigDB_Hallmark_2020	Reactive Oxygen Species Pathway	1/49	0.2880021129069961	0.5532679399336456	0	0	3.0130778588807785	3.7506415419411385	HHEX
MSigDB_Hallmark_2020	Fatty Acid Metabolism	2/158	0.2976133992635245	0.5532679399336456	0	0	1.8576546003016592	2.2514029813840626	FASN;DHCR24
MSigDB_Hallmark_2020	Apoptosis	2/161	0.30525127720477	0.5532679399336456	0	0	1.822327044025157	2.1624096839479288	CD2;TOP2A
MSigDB_Hallmark_2020	Cholesterol Homeostasis	1/74	0.4014883850267788	0.6141152255637807	0	0	1.978702129787021	1.8057174103437676	FASN
MSigDB_Hallmark_2020	Interferon Gamma Response	2/200	0.4023513546797184	0.6141152255637807	0	0	1.4604872251931076	1.3296707352124189	NLRC5;ITGB7
MSigDB_Hallmark_2020	Allograft Rejection	2/200	0.4023513546797184	0.6141152255637807	0	0	1.4604872251931076	1.3296707352124189	CD2;MAP4K1
MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	1/87	0.4532058190254938	0.6571484375869661	0	0	1.6784926158546936	1.32837401163825	IL18R1
MSigDB_Hallmark_2020	Protein Secretion	1/96	0.4863862417118342	0.6597288012599468	0	0	1.518786016135229	1.0946684151370705	SCRN1
MSigDB_Hallmark_2020	Androgen Response	1/100	0.5004839181972011	0.6597288012599468	0	0	1.45712600457126	1.0085932042209516	DHCR24
MSigDB_Hallmark_2020	Spermatogenesis	1/135	0.6085442853274179	0.7513573598971331	0	0	1.0746268656716418	0.5337516802496018	CCNB2
MSigDB_Hallmark_2020	Apical Junction	1/200	0.7513573598971331	0.7513573598971331	0	0	0.7212339067600778	0.20618194612739849	LIMA1
MSigDB_Hallmark_2020	Epithelial Mesenchymal Transition	1/200	0.7513573598971331	0.7513573598971331	0	0	0.7212339067600778	0.20618194612739849	MCM7
MSigDB_Hallmark_2020	Inflammatory Response	1/200	0.7513573598971331	0.7513573598971331	0	0	0.7212339067600778	0.20618194612739849	IL18R1
MSigDB_Hallmark_2020	Xenobiotic Metabolism	1/200	0.7513573598971331	0.7513573598971331	0	0	0.7212339067600778	0.20618194612739849	CES1
MSigDB_Hallmark_2020	Glycolysis	1/200	0.7513573598971331	0.7513573598971331	0	0	0.7212339067600778	0.20618194612739849	PYGB
MSigDB_Hallmark_2020	KRAS Signaling Up	1/200	0.7513573598971331	0.7513573598971331	0	0	0.7212339067600778	0.20618194612739849	MAP4K1
