Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	Myc Targets V1	5/200	1.7976601477623105e-05	0.00021571921773147728	0	0	18.106227106227106	197.83659620108142	EIF4A1;PSMA2;NAP1L1;EIF2S2;RPS10
MSigDB_Hallmark_2020	Oxidative Phosphorylation	4/200	0.000316376872754873	0.0018982612365292374	0	0	13.913441238564394	112.12252948199962	NDUFB8;UQCRQ;ATP5PO;UQCRFS1
MSigDB_Hallmark_2020	E2F Targets	2/200	0.042893951553666966	0.1286818546610009	0	0	6.4415118931247966	20.28447846195992	HMGA1;NAP1L1
MSigDB_Hallmark_2020	Adipogenesis	2/200	0.042893951553666966	0.1286818546610009	0	0	6.4415118931247966	20.28447846195992	UQCRQ;ATP5PO
MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	1/87	0.13409335605648265	0.2824605485993796	0	0	7.224200581395348	14.515001318025465	LTB
MSigDB_Hallmark_2020	Unfolded Protein Response	1/113	0.1706627589546523	0.2824605485993796	0	0	5.539899553571429	9.794907155612117	EIF4A1
MSigDB_Hallmark_2020	IL-2/STAT5 Signaling	1/199	0.2812627154402329	0.2824605485993796	0	0	3.1201073232323235	3.957750417901345	LTB
MSigDB_Hallmark_2020	Hypoxia	1/200	0.2824605485993796	0.2824605485993796	0	0	3.1042713567839195	3.9244707255325473	TPST2
MSigDB_Hallmark_2020	Interferon Gamma Response	1/200	0.2824605485993796	0.2824605485993796	0	0	3.1042713567839195	3.9244707255325473	PSMA2
MSigDB_Hallmark_2020	G2-M Checkpoint	1/200	0.2824605485993796	0.2824605485993796	0	0	3.1042713567839195	3.9244707255325473	HMGA1
MSigDB_Hallmark_2020	mTORC1 Signaling	1/200	0.2824605485993796	0.2824605485993796	0	0	3.1042713567839195	3.9244707255325473	EIF2S2
MSigDB_Hallmark_2020	Allograft Rejection	1/200	0.2824605485993796	0.2824605485993796	0	0	3.1042713567839195	3.9244707255325473	LTB
