Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	TNF-alpha Signaling via NF-kB	20/200	1.3728559811123405e-27	3.432139952780851e-26	0	0	73.22222222222223	4529.007102509684	KDM6B;EGR1;DUSP2;BCL2A1;SPHK1;TNFAIP3;TNF;ICAM1;NFKBIA;EHD1;RCAN1;NR4A1;IL1B;CCL5;MAFF;CCL4;FOSB;PHLDA1;IER2;IER3
MSigDB_Hallmark_2020	UV Response Up	6/158	2.635180949647477e-06	3.293976187059346e-05	0	0	17.761363636363637	228.17240066622728	NFKBIA;NR4A1;FOSB;MRPL23;SLC25A4;ICAM1
MSigDB_Hallmark_2020	Inflammatory Response	6/200	1.0219798089852524e-05	8.516498408210438e-05	0	0	13.88659793814433	159.57344828850043	NFKBIA;CXCL8;SPHK1;IL1B;CCL5;ICAM1
MSigDB_Hallmark_2020	Allograft Rejection	5/200	0.00013983651341395648	0.0008739782088372282	0	0	11.256410256410255	99.9010527744165	IL1B;CCL5;CCL4;TNF;ICAM1
MSigDB_Hallmark_2020	IL-2/STAT5 Signaling	4/199	0.0015314796223635165	0.00557100222630051	0	0	8.809364548494983	57.09808076671625	NFKBIZ;MAFF;CDC6;PHLDA1
MSigDB_Hallmark_2020	Interferon Gamma Response	4/200	0.0015598806233641427	0.00557100222630051	0	0	8.763975155279503	56.64285082988862	NFKBIA;CCL5;TNFAIP3;ICAM1
MSigDB_Hallmark_2020	Complement	4/200	0.0015598806233641427	0.00557100222630051	0	0	8.763975155279503	56.64285082988862	EHD1;CCL5;MAFF;TNFAIP3
MSigDB_Hallmark_2020	Apoptosis	3/161	0.007608098362526995	0.023775307382896863	0	0	7.9956908160517095	39.00731366496807	IL1B;TNF;IER3
MSigDB_Hallmark_2020	Hypoxia	3/200	0.013678626042992382	0.03419656510748095	0	0	6.400151204233719	27.468942123223947	MAFF;TNFAIP3;IER3
MSigDB_Hallmark_2020	Epithelial Mesenchymal Transition	3/200	0.013678626042992382	0.03419656510748095	0	0	6.400151204233719	27.468942123223947	CXCL8;TPM1;TNFAIP3
MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	2/87	0.020017318109897504	0.045493904795221606	0	0	9.737745098039216	38.08585452607372	IL1B;TNF
MSigDB_Hallmark_2020	G2-M Checkpoint	2/200	0.08924145426065531	0.1487357571010922	0	0	4.156565656565657	10.043965211617904	E2F1;CDC6
MSigDB_Hallmark_2020	Estrogen Response Late	2/200	0.08924145426065531	0.1487357571010922	0	0	4.156565656565657	10.043965211617904	DUSP2;CDC6
MSigDB_Hallmark_2020	p53 Pathway	2/200	0.08924145426065531	0.1487357571010922	0	0	4.156565656565657	10.043965211617904	SPHK1;IER3
MSigDB_Hallmark_2020	KRAS Signaling Up	2/200	0.08924145426065531	0.1487357571010922	0	0	4.156565656565657	10.043965211617904	IL1B;TNFAIP3
MSigDB_Hallmark_2020	Myc Targets V2	1/58	0.13531385173981347	0.21142789334345852	0	0	7.1224489795918355	14.246025949065045	DUSP2
MSigDB_Hallmark_2020	Pperoxisome	1/104	0.22971789307458146	0.3217411965928523	0	0	3.932435109966317	5.78423168094792	SLC25A4
MSigDB_Hallmark_2020	PI3K/AKT/mTOR  Signaling	1/105	0.23165366154685366	0.3217411965928523	0	0	3.8944270015698583	5.6956456810845415	E2F1
MSigDB_Hallmark_2020	Coagulation	1/138	0.29292695661244944	0.3854302060690125	0	0	2.9514375093102934	3.6238694077781934	MAFF
MSigDB_Hallmark_2020	Myogenesis	1/200	0.3953681557510544	0.3953681557510544	0	0	2.0255358424776952	1.8795714928238212	SPHK1
MSigDB_Hallmark_2020	Apical Junction	1/200	0.3953681557510544	0.3953681557510544	0	0	2.0255358424776952	1.8795714928238212	ICAM1
MSigDB_Hallmark_2020	Myc Targets V1	1/200	0.3953681557510544	0.3953681557510544	0	0	2.0255358424776952	1.8795714928238212	MRPL23
MSigDB_Hallmark_2020	Xenobiotic Metabolism	1/200	0.3953681557510544	0.3953681557510544	0	0	2.0255358424776952	1.8795714928238212	SERTAD1
MSigDB_Hallmark_2020	Oxidative Phosphorylation	1/200	0.3953681557510544	0.3953681557510544	0	0	2.0255358424776952	1.8795714928238212	SLC25A4
MSigDB_Hallmark_2020	Glycolysis	1/200	0.3953681557510544	0.3953681557510544	0	0	2.0255358424776952	1.8795714928238212	IER3
